A_CpG_ID	TCGA-OR-A5JP-01A	TCGA-OR-A5JA-01A	TCGA-P6-A5OG-01A	TCGA-OR-A5J9-01A	TCGA-OR-A5LK-01A	TCGA-OR-A5JE-01A	TCGA-OR-A5JC-01A	TCGA-OR-A5J1-01A	TCGA-OR-A5LH-01A	TCGA-OR-A5J6-01A	TCGA-OR-A5LM-01A	TCGA-OR-A5K9-01A	TCGA-OR-A5LB-01A	TCGA-OR-A5LA-01A	TCGA-OR-A5JF-01A	TCGA-OR-A5K0-01A	TCGA-OR-A5LC-01A	TCGA-OR-A5K1-01A	TCGA-PK-A5HA-01A	TCGA-OR-A5JX-01A	TCGA-OR-A5KY-01A	TCGA-OR-A5L4-01A	TCGA-OR-A5KW-01A	TCGA-OR-A5JZ-01A	TCGA-OU-A5PI-01A	TCGA-OR-A5JJ-01A	TCGA-OR-A5L3-01A	TCGA-OR-A5JT-01A	TCGA-OR-A5LE-01A	TCGA-OR-A5K3-01A	TCGA-OR-A5LD-01A	TCGA-OR-A5LG-01A	TCGA-OR-A5KT-01A	TCGA-OR-A5LS-01A	TCGA-OR-A5LT-01A	TCGA-OR-A5LL-01A	TCGA-OR-A5J8-01A	TCGA-OR-A5JO-01A	TCGA-OR-A5LO-01A	TCGA-OR-A5LN-01A	TCGA-OR-A5JY-01A	TCGA-OR-A5J4-01A	TCGA-OR-A5K4-01A	TCGA-PA-A5YG-01A	TCGA-OR-A5JW-01A	TCGA-OR-A5J5-01A	TCGA-OR-A5JI-01A	TCGA-P6-A5OF-01A	TCGA-OR-A5J2-01A	TCGA-OR-A5LR-01A	TCGA-OR-A5JR-01A	TCGA-PK-A5HB-01A	TCGA-OR-A5L9-01A	TCGA-OR-A5KO-01A	TCGA-OR-A5K5-01A	TCGA-OR-A5J3-01A	TCGA-OR-A5LP-01A	TCGA-OR-A5JB-01A	TCGA-OR-A5JM-01A	TCGA-OR-A5L6-01A	TCGA-OR-A5LJ-01A	TCGA-OR-A5L5-01A	TCGA-OR-A5JV-01A	TCGA-OR-A5L8-01A	TCGA-OR-A5K6-01A	TCGA-PK-A5H8-01A	TCGA-OR-A5K2-01A	TCGA-OR-A5JG-01A	TCGA-OR-A5KZ-01A	TCGA-OR-A5JS-01A	TCGA-PK-A5H9-01A	TCGA-OR-A5JK-01A	TCGA-OR-A5JL-01A	TCGA-OR-A5JQ-01A	TCGA-OR-A5J7-01A	TCGA-OR-A5K8-01A	TCGA-OR-A5KX-01A	TCGA-OR-A5KV-01A	TCGA-OR-A5JD-01A	TCGA-OR-A5KU-01A
cg25083596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25192591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25208892	0.953958498772503	0.958213536127818	0.901923655603825	0.970217569102515	0.945301183909816	0.90500699931059	0.94634397702981	0.927690515109207	0.933760607656972	0.962495678773808	0.959031045871026	0.92382842637672	0.967429218970124	0.952361699153985	0.955294817742768	0.961537719339862	0.925634893172236	0.942488708161341	0.954454416224345	0.957505660054268	0.953881854618493	0.937516994494909	0.957313008449042	0.9421434043956	0.951438993197623	0.955342012446713	0.95083038425957	0.946060267521933	0.949780457895626	0.953449672685967	0.936517258351893	0.933790604733185	0.93563629604279	0.931952440444804	0.951895302137408	0.95589871601281	0.907476676225431	0.946995595438056	0.948217336502837	0.940638042816137	0.936756870470935	0.939212160289763	0.925590558597374	0.937303685207718	0.945793709439433	0.948165255889861	0.960332485064683	0.960780203936636	0.903449916472524	0.960532405762678	0.961806469440379	0.902032862679355	0.938706744408501	0.940494787028501	0.932253824533191	0.956373516859651	0.953263164783203	0.90457334215493	0.922043474161148	0.943249953963141	0.951219678759247	0.940891433913769	0.954867395519038	0.936130345656655	0.936384476980807	0.940475692997742	0.9420039930159	0.968024789528122	0.928341823194148	0.923570582206223	0.934275508602951	0.941821089886407	0.959343097317675	0.958809929742875	0.939090266856783	0.967597977709906	0.939954011627154	0.930578315049899	0.955027125561274	0.960234878728102
cg25209294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25217895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25245569	0.976322189816125	0.972234622422945	0.952992207547347	0.97943746944749	0.976943022197709	0.967737462333832	0.980631133488024	0.982274359219348	0.978869742934867	0.875562580957061	0.982815698192782	0.981596679927895	0.980783584782761	0.977995463342544	0.980543217108309	0.966802251496094	0.967418127581554	0.968134887487487	0.982123923847466	0.980268915919209	0.978961509853139	0.964075644847813	0.982280957140405	0.97546147291709	0.98146324755702	0.982457272007909	0.97101107519858	0.982115650101969	0.953772803779379	0.981211738175582	0.973839684230569	0.349986655401409	0.974597797867429	0.977947662414918	0.596418596409126	0.979711490069136	0.974103360561398	0.783487632978693	0.979548362731873	0.974857001711888	0.980525587932658	0.860797419265216	0.964451951666894	0.974401038761956	0.978724587665203	0.983180927275545	0.97677279219508	0.981649644163062	0.56895427064093	0.969564688625689	0.97692067959291	0.979239291744699	0.976559924768514	0.984168508541209	0.969313560925718	0.980047467047751	0.97942367618786	0.977407115242888	0.934329586048055	0.942216306522173	0.975832899206685	0.975228529098646	0.982928552172863	0.981316351150865	0.974617136334201	0.980705917913261	0.974525188857139	0.977198878427152	0.900153477240197	0.982697870612762	0.956715204260735	0.981192527077913	0.98102288014231	0.932369682796543	0.980520920532806	0.980829523245822	0.981014085343244	0.973820687796886	0.969968058794155	0.976443280339565
cg25265769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25348323	0.439530336176876	0.554724417663721	0.570671970573641	0.829635164427278	0.587133342335233	0.721813334275265	0.667870296774889	0.530326732863236	0.810469006318696	0.558534262596711	0.591892651407655	0.876731734241516	0.811259936872531	0.743176394571248	0.782043086097517	0.352665123792803	0.641709207117282	0.495607230495188	0.822402197601795	0.494330164043428	0.598261960876237	0.188285753404476	0.458845218228887	0.818008048584079	0.784549032193809	0.758411110138344	0.662953380264918	0.7916323470661	0.483650710668523	0.531390305687752	0.794765765862943	0.770894654413282	0.729847177192419	0.811086343420186	0.19664454388012	0.275413724163397	0.32348576393528	0.805418576113604	0.865501983858951	0.556675478524627	0.643417745014713	0.462558728358726	0.145719452528309	0.595116791767018	0.820143639098931	0.845019438878561	0.592396744645761	0.804941712578914	0.507091754125389	0.767294564853205	0.64726609706007	0.539113627222845	0.295852751604104	0.741200046510922	0.755378703029813	0.837131497799908	0.769066228761291	0.322848864778267	0.530606537630407	0.273731279031374	0.47610520772515	0.730539940081342	0.509593165618602	0.611242774893297	0.680858570421291	0.729019330151249	0.731644329530243	0.819695118880738	0.386092321648595	0.858291327169293	0.31244457634563	0.377006024432918	0.475830066248662	0.639482455736361	0.793364427003439	0.494661249987458	0.333404712640476	0.283328306868607	0.843430321281173	0.586340992302052
cg25426892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25456633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25504143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25540004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25543190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25550564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25590811	0.925359070881444	0.575866031937578	0.935028090339459	0.944119262583167	0.803594623587515	0.70271140885639	0.941469456303605	0.946369369898026	0.931901725143188	0.953784826880259	0.94858097828254	0.951162103730881	0.946323405323854	0.95304764677254	0.935441941939559	0.931472189011625	0.954604743450445	0.954970074530458	0.946338062353907	0.955179415425361	0.94835440122739	0.962099290413147	0.936432672190291	0.953967823335065	0.960627705213285	0.937229460191708	0.935215127012579	0.51859645850753	0.933305787502408	0.960036264472428	0.941429018130636	0.126491555568331	0.935586596208033	0.947947003053033	0.954982766990731	0.916834070097755	0.716338875557748	0.922713985171211	0.767455212267217	0.615785668748968	0.411047843010775	0.672994415323889	0.577470659760369	0.953869551884607	0.912369438653431	0.961238433723236	0.943148530450622	0.9524738801141	0.609516010184881	0.523354839844796	0.94771635099778	0.955110032643284	0.87328244772119	0.576083727332458	0.676420421770017	0.952413793948826	0.951091500926539	0.956973817125625	0.667918766096436	0.939419645930314	0.9456529609391	0.950565180421861	0.955560376279626	0.923753189388123	0.893525453917742	0.943561698475733	0.769162391684776	0.949108844124872	0.92731608087415	0.957057432945651	0.646167837500963	0.951516090853126	0.937671128419517	0.930891539437525	0.58004130975368	0.952244847341684	0.953734401512678	NA	0.959860165540766	0.753144687400066
cg25598062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25605360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25609183	0.943156629820243	0.779025378946632	0.839327702436061	0.950113505348748	0.890654458941938	0.964785577728577	0.856900429352546	0.931724650574943	0.846542614484734	0.753013541391384	0.98031317875682	0.984947423411504	0.95856888721348	0.933181658317785	0.813517545697939	0.560294895961901	0.785379233399453	0.513472365836219	0.918706620013302	0.755871456873182	0.930916153204351	0.96485624671173	0.573670890791915	0.93418805936048	0.958003144454515	0.931247800513745	0.443365357000856	0.639740192438378	0.541076023374146	0.769565720065799	0.98301312704582	0.455364002073219	0.710049340357676	0.963840624731524	0.167086545445265	0.716589925955658	0.541300382476853	0.689677888851112	0.97735972556571	0.749122831695664	0.67931990553534	0.402260990245827	0.146996136422946	0.874007466494611	0.735228762009838	0.751010059403375	0.931778331373953	0.965722745115413	0.540732195850252	0.948007145304131	0.957771861071673	0.939813494047314	0.639319862965242	0.795532580430326	0.912709309050511	0.970494463618582	0.874077010443232	0.982576619859959	0.951295956078035	0.753079470289854	0.943690553412338	0.867738528722344	0.63863087175931	0.961597208264093	0.899851227736249	0.963954479200607	0.964466510967794	0.978751584327021	0.795051638982936	0.97234176551425	0.926502572098758	0.468341675662894	0.562905815195252	0.871149453325542	0.969858742525437	0.971993584069804	0.961953305893446	0.927101167106575	0.960226710606161	0.950733014258189
cg25616771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25626264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25631436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25645338	0.938102133221214	0.930484019627164	0.941537815827259	0.931415785110057	0.924825371062432	0.940883768766046	0.94190209442978	0.945927627508157	0.916197823166714	0.931938305925136	0.956573903140619	0.949265860158148	0.949070693857792	0.958160261470774	0.957665455691308	0.891329771298289	0.939641341361419	0.949189635771177	0.938542598542415	0.961269706762728	0.951653915939871	0.956138729215967	0.935165455691708	0.921838910488099	0.934006059550848	0.951270407186593	0.944068085288646	0.954301189574177	0.938160644795074	0.9583334133042	0.918323526601166	0.948914020654873	0.945202891714637	0.94583501771828	0.953040717114069	0.948792435663134	0.951173932270754	0.934206792851081	0.954223026947955	0.954915904734619	0.944661137768235	0.953683190830772	0.923248467994326	0.954139200416955	0.951395768988918	0.947213188307165	0.950288558152666	0.9301178783124	0.775432435900106	0.938135523996279	0.946058532336303	0.947402645324823	0.893808788185402	0.956699049356663	0.915174508637134	0.957482129711289	0.947417774439918	0.945106802039817	0.930404494839167	0.768855074178844	0.963615715139239	0.942542093532169	0.930940787503121	0.961656195448499	0.940590484618734	0.958607289682958	0.867075300790059	0.952474330638559	0.936244407998069	0.915677481684716	0.95323725126081	0.943213673708136	0.937288420257043	0.937623978402113	0.943121904421903	0.961218236422371	0.94832495580483	0.934090198822224	0.92781762397848	0.947018211356667
cg25658612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25673945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25728543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25745201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25765819	0.934301684159499	0.807126795412157	0.919367047872827	0.927321539457795	0.906611921595399	0.931773014622547	0.934703258847958	0.803218372876576	0.954927428923076	0.939458921825666	0.936546835421267	0.944927581725614	0.94483982677514	0.950257002904804	0.945931305492478	0.935248956875017	0.929121537326908	0.937813292822581	0.952119943773797	0.922147578859614	0.942748063039129	0.927590222432648	0.936283871615502	0.827485681096013	0.948014880356962	0.949179388067376	0.901120754391174	0.879609447319747	0.933641281181646	0.901989321697934	0.898619815538799	0.949950623536673	0.93232726697264	0.942141689661482	0.943764512914664	0.945562663415306	0.604587296036147	0.943046979325043	0.944169655642279	0.935721681549344	0.796920236994358	0.833827261636347	0.859606104955741	0.881264176571652	0.953112293625965	0.943376204323258	0.946240957245806	0.933420119800491	0.591268596836466	0.946434526707189	0.909493478462401	0.933982677039643	0.922120424986085	0.938827329240664	0.907431914507504	0.933128885449044	0.929005366480894	0.943311677503894	0.950841583431969	0.890931761093262	0.934863562662675	0.952019907694543	0.911748043604958	0.914014668850694	0.945299224103943	0.923272467107457	0.942582448764552	0.943275523856583	0.874686376311381	0.935531424576687	0.922320631113401	0.908693369912791	0.947458967603151	0.924197814357283	0.935791245059716	0.9508532141931	0.911936535554815	0.926061180870547	0.939831127571897	0.913167389822997
cg25780806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25824209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25904166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25949955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25962639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26007766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26024202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26070081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26072561	0.93896095572957	0.927134237002218	0.906821382061576	0.940815506126933	0.866428272597641	0.94257774987419	0.890212555480281	0.909549829711135	0.834056541084015	0.624266603469096	0.947083021841285	0.937491089361542	0.905652426888389	0.936687676650814	0.927800634381596	0.906911562441075	0.844995126976054	0.923393767369435	0.932445846109612	0.927832166005231	0.898079551641314	0.611614022481169	0.895161725846587	0.914299420009274	0.926586278406304	0.867785984403773	0.843351741221385	0.927494541621045	0.160063300543594	0.925688828952459	0.917834649159215	0.887606340662133	0.822828858844174	0.959979046887668	0.932964330241525	0.733617320358031	0.755654703470359	0.767842035986404	0.950782718671181	0.877208880160358	0.791663134147632	0.919196244965658	0.891125766234959	0.930338682155857	0.945536390007331	0.930358800839604	0.945744185894645	0.907250493028335	0.584417978748148	0.930648500019788	0.916139842712372	0.948273345414431	0.908562741784398	0.931312362132843	0.911281436577338	0.947455010509656	0.959693971924738	0.907965490688185	0.921639669694637	0.942936967921177	0.698264406729963	0.867196817090962	0.933032178940274	0.919939538956276	0.951208415337047	0.915130093033814	0.948745267783243	0.939234914245561	0.799766561163658	0.928661174039417	0.563758251515341	0.683820262520726	0.946128166162256	0.931806106569068	0.944552942598481	0.918043117306426	0.955973063755667	0.935981571513362	0.91941302969332	0.927075637511371
cg26075252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg26076236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
