A_CpG_ID	TCGA-YZ-A983-01A	TCGA-V4-A9ET-01A	TCGA-WC-A880-01A	TCGA-V4-A9EW-01A	TCGA-WC-A87T-01A	TCGA-VD-AA8P-01A	TCGA-VD-A8KG-01A	TCGA-V4-A9EK-01A	TCGA-V4-A9EZ-01A	TCGA-V4-A9F4-01A	TCGA-WC-A88A-01A	TCGA-V3-A9ZX-01A	TCGA-V4-A9F8-01A	TCGA-VD-A8K8-01A	TCGA-V4-A9F0-01A	TCGA-WC-A883-01A	TCGA-V4-A9EF-01A	TCGA-V4-A9EQ-01A	TCGA-VD-A8KL-01A	TCGA-V4-A9E7-01A	TCGA-V4-A9F7-01A	TCGA-VD-AA8S-01B	TCGA-VD-AA8N-01A	TCGA-WC-A881-01A	TCGA-YZ-A984-01A	TCGA-VD-AA8T-01A	TCGA-VD-A8KM-01A	TCGA-VD-A8KI-01A	TCGA-VD-A8KO-01A	TCGA-WC-AA9A-01A	TCGA-RZ-AB0B-01A	TCGA-V4-A9E5-01A	TCGA-WC-A87Y-01A	TCGA-VD-A8KB-01A	TCGA-WC-A888-01A	TCGA-V4-A9ED-01A	TCGA-WC-A87U-01A	TCGA-V4-A9EM-01A	TCGA-WC-A882-01A	TCGA-VD-A8KJ-01A	TCGA-V4-A9EX-01A	TCGA-VD-A8KD-01A	TCGA-VD-AA8M-01A	TCGA-VD-A8KN-01A	TCGA-V4-A9EJ-01A	TCGA-V4-A9EV-01A	TCGA-VD-A8K9-01A	TCGA-V4-A9EO-01A	TCGA-VD-A8KK-01A	TCGA-V3-A9ZY-01A	TCGA-YZ-A980-01A	TCGA-VD-A8KA-01B	TCGA-VD-A8KH-01A	TCGA-WC-AA9E-01A	TCGA-V4-A9E9-01A	TCGA-V4-A9EH-01A	TCGA-V4-A9EY-01A	TCGA-VD-AA8Q-01A	TCGA-V4-A9F2-01A	TCGA-WC-A87W-01A	TCGA-VD-A8K7-01B	TCGA-V4-A9EL-01A	TCGA-VD-A8KF-01A	TCGA-V4-A9F1-01A	TCGA-VD-AA8R-01A	TCGA-WC-A884-01A	TCGA-V4-A9EU-01A	TCGA-V4-A9EA-01A	TCGA-V4-A9F5-01A	TCGA-VD-A8KE-01A	TCGA-YZ-A982-01A	TCGA-VD-AA8O-01A	TCGA-V4-A9EI-01A	TCGA-V4-A9E8-01A	TCGA-V4-A9ES-01A	TCGA-V4-A9F3-01A	TCGA-YZ-A985-01A	TCGA-V4-A9EE-01A	TCGA-V4-A9EC-01A	TCGA-WC-A885-01A
cg21694626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21767461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21797973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21801085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21803141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21835298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21840672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21844726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21934337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22001073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22042157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22064390	0.955742259597512	0.950172682721703	0.953089375945998	0.950137790707306	0.946930156936368	0.934450909729624	0.957348394019248	0.960092366009358	0.962396307313541	0.960433581442528	0.953563110141013	0.967131627417429	0.960506463736519	0.957715106021812	0.955968291692317	0.955747200756176	0.963219909385042	0.959192842397902	0.953862021157815	0.940105960580538	0.954541079574832	0.9454701575313	0.961602443477263	0.950151548759961	0.940504383165687	0.950892910636847	0.944525569943191	0.939306477937713	0.954443310502022	0.949512736286536	0.965820817366683	0.969880824945875	0.958613514381494	0.92859128496893	0.952440864607473	0.949384741259916	0.955003590936873	0.938260867982579	0.943648009728051	0.95524791641995	0.949336198131447	0.9650103215966	0.959293376881384	0.963421609884038	0.96077765865982	0.959609003655173	0.951364095843332	0.943286020474065	0.952124889644167	0.937708964850837	0.956521320948256	0.954067243526314	0.958538846732388	0.960516163989291	0.952114723104355	0.9423305229051	0.959803705902621	0.952033047869234	0.952419005136559	0.963920527928664	0.953318896079884	0.957831778875392	0.965063092767621	0.962295207331041	0.960764848473189	0.96782755379899	0.947240091012594	0.954193665201908	0.954682970871324	0.957660144681054	0.969876375365663	0.951957906281467	0.95132779642173	0.945715828630322	0.925901629005496	0.951060385239627	0.959025357216768	0.954374965789919	0.924030237647068	0.964057656042737
cg22073507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22117193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22127299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22134372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22149095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22168674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22170222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22233425	0.862663824372543	0.891224632992488	NA	NA	NA	NA	0.853543143932122	0.865693803048755	NA	0.84218927126441	NA	NA	NA	NA	0.892374972716941	NA	NA	NA	NA	NA	NA	NA	0.876095601136259	NA	NA	0.901240888257041	NA	NA	NA	NA	NA	0.853904645524934	NA	NA	NA	0.849216195493628	NA	NA	0.856650595901622	0.834812243430059	0.723217548886401	0.850225340189639	NA	NA	0.860115606107753	NA	0.841214020063199	NA	NA	0.86141281936235	0.869948403733302	NA	0.868997981132538	NA	0.884763298326102	NA	0.85533141950315	NA	NA	0.877358658425142	0.856645420961736	0.826901849046255	0.859230317353745	NA	0.87364938546235	NA	0.833789117003643	0.857180735351763	0.875605288069274	NA	0.858920277116409	NA	NA	NA	NA	NA	0.882381998183088	0.841632694868841	NA	NA
cg22246565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22254464	0.835018413718649	0.76305056849186	0.780926519469987	0.552249601320718	0.700096928591907	0.498566137346828	0.345815200494757	0.356878834531619	0.40251696212319	0.483335030467442	0.0903718194892774	0.290050618084295	0.515419812126372	0.743502482448088	0.455791388540428	0.193531721213475	0.719383492691028	0.437972916825335	0.509640897667361	0.0730467353820429	0.915564180565277	0.869556080179756	0.187043931406678	0.2561817782324	0.109343638504971	0.494469577741521	0.377869691324371	0.0675705142684244	0.61476631740499	0.873224366213974	0.431847966205381	0.2698434268461	0.844295626776535	0.271038985386599	0.397534087750494	0.113017494278132	0.888031472722821	0.879894566490672	0.516950196190225	0.621214200250154	0.0838799867592598	0.468603491686961	0.213982292716222	0.539247290168163	0.495609302301167	0.210777570892495	0.483582694516274	0.896967933090744	0.515065895086538	0.434563933022855	0.742402941969697	0.514760333956686	0.164165330935737	0.644151911525852	0.61500618562375	0.899299102267748	0.882134618400363	0.867271938606072	0.703260611780553	0.36676542085123	0.32366224126884	0.129825876390322	0.0784634093555346	0.738322999815404	0.139526113868225	0.758979624619935	0.102901927826457	0.436900620746605	0.732039074985177	0.918511824276838	0.707947499747806	0.365212696867431	0.0781328725753388	0.691752685186661	0.684193841843907	0.612186694777364	0.319589688362647	0.496540159618527	0.918891265966046	0.733293200249159
cg22329153	0.884134755211051	0.90150748142143	0.921754665888212	0.878275950596547	0.933721649813113	0.896267837272399	0.852535493095595	0.884240146445727	0.941760148994153	0.893350762176088	0.794886854570462	0.847495513181803	0.813943445525067	0.900475227359463	0.895422091599884	0.82514484045153	0.891679572303449	0.880090345429381	0.842674357825985	0.903182291273731	0.927551331085625	0.898391132947406	0.854850937683747	0.923420323767053	0.900475727634224	0.897749419046478	0.863177167074353	0.818107105698171	0.908298560211555	0.91429334019553	0.807197613413773	0.884575483229763	0.823926394328454	0.887276140977697	0.906688687938404	0.883976973856254	0.901296594331394	0.816238956791116	0.898988800611084	0.927257836216018	0.869860778463964	0.920760821641643	0.936062003548089	0.885462921561717	0.88812444777978	0.854507522471882	0.869312372216277	0.848725518808442	0.886216474472465	0.88009690058554	0.872416011785451	0.898432011661311	0.913826101029937	0.89481206080728	0.909815572076266	0.901828284954995	0.924406386635909	0.868781590935205	0.819673529101776	0.878389455032521	0.911769850028984	0.822226060009759	0.912473158930997	0.874664775943694	0.917230281928742	0.926830010704241	0.839312148792532	0.907743084801368	0.867589626603686	0.896245806845513	0.89546197355876	0.423161793750875	0.877458179881315	0.876616744354071	0.899041170332918	0.873011942311843	0.944761737977181	0.850963982823866	0.92157399018616	0.900214497017553
cg22378095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22384010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22386008	0.440358525930478	0.540875832508802	NA	0.633877199154215	0.304481391005319	0.862613465093862	0.147954844129634	0.164671871108862	0.200542204933815	0.692575643364091	0.136144676620552	0.293218986653635	NA	0.274375939814994	0.824866259852847	NA	0.254331852734594	0.650656097238243	0.548111453058527	0.688144904680299	0.775507717588952	0.575175199269209	0.743308827216359	0.591874764220389	0.25364306005103	0.165911530695551	0.641279965115884	0.431451642318155	0.0960492643820743	0.648330096283363	0.573069559020626	0.16287728041298	0.32257625670809	0.601797755091148	0.358508519864258	0.583614544722954	NA	0.148294479793777	NA	0.325117057362997	0.132068118035635	0.801343395115708	0.121930548455316	0.579511241233763	0.158897091191772	0.528294145387766	0.276255660860041	NA	0.291369190449945	0.156733391044917	0.809634329349362	0.277763949571721	0.537668480237082	0.797950979419097	0.188653455495798	NA	0.189216779057955	0.574565258968072	0.916569700539676	0.343868420988341	0.153861469779695	0.450424614613841	0.163171569941546	0.493133887224018	0.26330433855366	0.167377898525088	0.24294223439717	0.114441220643539	0.243460747643475	0.143651203747999	0.10972248794916	0.358388303692078	0.29494156042125	0.848251808378509	0.278736792428165	NA	0.182071343701053	0.271868212593821	0.585527788075735	0.316117785881114
cg22459078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22464692	0.909277372889621	0.924601641916931	0.90160935258257	0.928508026249074	0.943204678133742	0.944273252481541	0.955240356924243	0.94463230082196	0.940086658206123	0.897629794822713	0.925091705913693	0.922644670563557	0.943843933478867	0.922638243589787	0.93721244825713	0.935588587567405	0.949058640421225	0.933965556095347	0.933272726525947	0.945864887783317	0.911060873052344	0.940896705545795	0.920691310505906	0.93858483625108	0.940025294633637	0.937340259444625	0.871677696636937	0.918605105623879	0.940449242836577	0.941244624540485	0.947543847153298	0.698151989115233	0.904187823714692	0.932629145166387	0.903326673777884	0.933093066172735	0.946758932641403	0.942333925382454	0.956811365769152	0.938723618796542	0.932374267896484	0.923306469732909	0.927891417712342	0.947304122651814	0.919256965455952	0.939145850736199	0.946212377357156	0.935098530126919	0.941387508785318	0.934066003190022	0.944721701242335	0.95495996921422	0.93818936422477	0.92882694250407	0.94547671720285	0.947991211318015	0.935061618734917	0.932036894077236	0.942529865355194	0.9436800196496	0.951388023725685	0.919383639576287	0.95725685341309	0.943322560902272	0.949412250810737	0.944632541831223	0.914063779960125	0.958283773966558	0.932906676524925	0.941746756975278	0.958108095972911	0.940670979875218	0.940145642584244	0.91713535018006	0.884703407056056	0.881695116303825	0.903945985417397	0.913613232229265	0.949634409392878	0.941687028587125
cg22466850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22482142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22529427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22535679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22591006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22592346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22634105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22661775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22754489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22772235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22871659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22875855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22897634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22933538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg22963191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
